h,m_b,W
11,15,155755.2437080537
11,20,148661.45275548985
11,25,146249.53307291667
11,30,146437.4267314189
11,35,141815.39838541666
11,40,134460.18906772576
11,45,134287.51459564528
11,50,123471.53640625335
11,55,125818.16272785419
12,0,124781.17282197978
12,5,123304.55778646666
12,10,119924.39277012204
12,15,113925.84885414004
12,20,117942.29200518
12,25,115983.46919719865
12,30,115130.12661458337
12,35,114243.71327074834
12,40,118742.47648357913
12,45,112204.4193489933
12,50,115093.25886465659
12,55,110300.72218226778
13,0,114918.63239303019
13,5,111060.09141943733
13,10,111122.66565102665
13,15,107513.89997396665
13,20,109729.40434966215
13,25,111674.67906040137
13,30,107354.35446277929
13,35,106543.13636121698
13,40,110954.57663564547
13,45,107048.27580733661
13,50,107023.29215056753
13,55,106550.91982422085
14,0,105207.61062919398
14,5,107538.63896220268
14,10,105056.68164061668
14,15,101941.87302051006
14,20,102870.13716145666
14,25,104717.40276322818
14,30,101078.92657305743
14,35,103749.84239580667
14,40,104260.18792086536
14,45,102342.27194818729
14,50,102756.04083335663
14,55,100167.54386254237
15,0,100450.80283856663
15,5,93166.56360480467
15,10,96548.23809772485
15,15,94474.63627601338
15,20,94187.21561974751
15,25,91612.53550895654
15,30,92108.93080726003
15,35,93463.7597000906
15,40,91545.22501050509
15,45,89935.69466147
15,50,90928.28478921141
15,55,91663.06874348114
16,0,88323.5386954497
16,5,92142.95330976012
16,10,87555.17492185667
16,15,86235.18671347988
16,20,89835.61222303344
16,25,88003.92011851675
16,30,88170.03452705704
16,35,86382.90192708
16,40,88597.69861579195
16,45,87062.10103641749
16,50,88735.0133853967
16,55,92749.2788996186
17,0,88931.10025167113
17,5,91060.33596354
17,10,90748.00192025925
17,15,91634.44845849994
17,20,93465.80682288668
17,25,91837.85821370267
17,30,89502.1891145767
17,35,95032.74483536911
17,40,90852.58268668453
17,45,92474.0644270667
17,50,93660.87571261825
17,55,92776.78654551883
18,0,93841.26604167002
18,5,95936.50317797626
18,10,93885.24888022
18,15,91596.83492188668
18,20,96210.05542655065
18,25,91175.27515624998
18,30,94249.32854159671
18,35,88569.41678898991
18,40,89953.2604254561
18,45,90754.62367186336
18,50,89862.49368181547
18,55,92895.76147356904
19,0,92892.2544043624
19,5,87227.62471164427
19,10,90199.86299481
19,15,88203.30203070372
19,20,90721.58779263544
19,25,87138.79201505349
19,30,86260.43215183222
19,35,88186.66174476336
19,40,88561.42603115151
19,45,88391.30442705669
19,50,84597.32106773327
19,55,85401.80525028384
20,0,87581.99130208002
20,5,84595.73571205034
20,10,85678.14799328432
20,15,84138.61944212078
20,20,88897.44586677026
20,25,85873.28924479999
20,30,84147.93744719937
20,35,86380.97392351169
20,40,82768.29682257048
20,45,87559.06405722973
20,50,83465.43036459002
20,55,88090.30577533331
21,0,83838.34429872906
21,5,89032.8828645667
21,10,87626.67984639999
21,15,87105.57838541002
21,20,85300.86985263879
21,25,83830.91709775003
21,30,87986.46208337328
21,35,83268.57158854
21,40,83714.99332242567
21,45,83404.77613779863
21,50,83669.44869790337
21,55,88044.90063678156
22,0,82288.77294104683
22,5,85604.48801908389
22,10,82349.65817021555
22,15,82572.70890624667
22,20,82827.05289274995
22,25,81474.03414062998
22,30,80276.94012164093
22,35,80112.21964433335
22,40,79477.66518230666
22,45,84913.09662692566
22,50,83103.05182293
22,55,80071.42722558822
23,0,81991.16927084175
23,5,79381.40242186999
23,10,85013.72192222142
23,15,82345.40209386195
23,20,83794.50549476003
23,25,81761.35383236822
23,30,82963.98526337795
23,35,83253.6950503188
23,40,84615.55547396644
23,45,84148.7681770933
23,50,81117.92396012833
23,55,84519.24514178575
0,0,84323.19619790003
0,5,83320.20683392597
0,10,83280.79940022225
0,15,82831.04912208361
0,20,82663.79729588551
0,25,83657.41730246822
0,30,84784.14695314998
0,35,77671.96930059056
0,40,80654.2920411539
0,45,79888.20677083671
0,50,79500.23622255743
0,55,80429.461783825
1,0,78544.20288906712
1,5,81235.32060382371
1,10,81298.56471352668
1,15,82399.61257810336
1,20,79531.4539667374
1,25,80283.2990624867
1,30,79179.55685175677
1,35,82338.97159803679
1,40,82137.03065107664
1,45,79326.69246199323
1,50,80806.46197915003
1,55,80344.05851134595
2,0,79907.08937502332
2,5,76725.99231903702
2,10,78409.80861978667
2,15,76152.90289804726
2,20,79769.60377605002
2,25,75479.0899613244
2,30,74443.86708228619
2,35,77112.31013021998
2,40,74693.03156671286
2,45,79204.02070311665
2,50,76081.63663954732
2,55,77825.1505055378
3,0,79961.00223957667
3,5,80418.06326541556
3,10,78459.56597509704
3,15,80474.03078122003
3,20,81179.70325698647
3,25,80527.12736979999
3,30,82662.31758602348
3,35,79163.31592290298
3,40,79028.1407552333
3,45,79599.4741950976
3,50,81231.34677082999
3,55,82181.95223493254
4,0,79714.83583331335
4,5,87260.71091136792
4,10,82551.59214545785
4,15,79844.52023436666
4,20,83944.53869301689
4,25,84548.43172557522
4,30,84117.98260419993
4,35,79806.01784205742
4,40,87247.89289061334
4,45,89411.15844067231
4,50,95842.59028943625
4,55,96281.0054362083
5,0,98710.08091330306
5,5,101750.06182293336
5,10,98763.70743894952
5,15,105462.12792641137
5,20,99874.77648433005
5,25,102451.18594804373
5,30,99739.9880468634
5,35,104028.58701960476
5,40,103206.83410236574
5,45,103815.30093750004
5,50,113436.06795551526
5,55,105986.61884763335
6,0,108590.52993914436
6,5,108680.85252925089
6,10,101468.80140623999
6,15,103395.34290824916
6,20,98362.27733065555
6,25,101658.25916314237
6,30,97372.56320550169
6,35,97801.85651037343
6,40,98202.86185602701
6,45,97546.32995399
6,50,99613.58357804027
6,55,96101.31351755884
7,0,96354.46436353825
7,5,98522.36787372975
7,10,97980.40369794333
7,15,96428.56315322407
7,20,94588.29792715496
7,25,95670.9315104
7,30,94701.20360169151
7,35,91628.65013021667
7,40,98895.3723348495
7,45,97388.8372527071
7,50,95171.43489580673
7,55,94508.90598630377
8,0,93810.10069442091
8,5,96245.04148437333
8,10,94478.6299978889
8,15,99018.75653216057
8,20,95314.70571169903
8,25,97270.29932135015
8,30,97617.0633853967
8,35,93674.4337647273
8,40,97946.92835939665
8,45,95917.46339206085
8,50,95599.27057989597
8,55,96679.30149740829
9,0,98134.66992186148
9,5,99969.67890626664
9,10,101445.2857551967
9,15,102957.85438658451
9,20,99815.21330491581
9,25,103374.33627604664
9,30,100637.52227620267
9,35,99238.02117188669
9,40,100561.98029893311
9,45,98759.50434027272
9,50,95941.70669270665
9,55,94298.06184354199
10,0,97388.8475000266
10,5,97168.45828123335
10,10,95870.82491582827
10,15,98562.31748113422
10,20,94896.39531249998
10,25,92638.20299302708
10,30,92256.03425476256
10,35,93471.78846356664
10,40,95508.04242949832
10,45,95346.01518080267
10,50,99067.25835758468
10,55,90620.32951538132
11,0,95316.41953123336
11,5,94209.47862664887
11,10,96055.72368560811
11,15,97692.98359374666
11,20,92656.82236982328
11,25,96640.95601165085
11,30,96772.31769959201
11,35,98232.07541561616
11,40,97888.29768770802
11,45,98034.85559896665
11,50,98909.60742187162
11,55,93307.12260371847
12,0,101452.62934896663
12,5,97258.3600852054
12,10,97798.62924700006
12,15,94076.79899140804
12,20,94904.25765409463
12,25,95156.41567705003
12,30,98906.30513313763
12,35,99868.06336228091
12,40,102512.91695311334
12,45,98487.09398595971
12,50,98199.07123011738
12,55,101243.96643881667
13,0,100540.90596061958
13,5,103783.07466744598
13,10,102398.04549479997
13,15,103596.97643050678
13,20,98845.9667575403
13,25,98501.46252606332
13,30,99027.44917926268
13,35,104298.89408258782
13,40,99703.19195311
13,45,98990.88059896337
13,50,97075.07954546127
13,55,97222.11620680756
14,0,96715.98048180604
14,5,96141.74482687833
14,10,95245.09752605
14,15,97548.03809573245
14,20,95932.39696941605
14,25,93134.94924481666
14,30,96199.4414982997
14,35,90496.33711724162
14,40,94684.96916669662
14,45,95627.31934249662
14,50,95020.30859375502
14,55,92217.92620441668
15,0,95668.61497047292
15,5,98349.92271112377
15,10,95947.51076510028
15,15,94834.41586337962
15,20,92352.0630989567
15,25,95468.56714027854
15,30,94437.19680683558
15,35,91806.5068457625
15,40,88308.98622254729
15,45,90091.70796875
15,50,90955.4057796856
15,55,89046.21583689409
16,0,92349.43054687668
16,5,90333.18126050668
16,10,88927.6920092181
16,15,87758.69661894983
16,20,93009.98761046464
16,25,92602.12604167333
16,30,90816.73221073308
16,35,90027.9715814127
16,40,92512.78997396
16,45,89427.52343750335
16,50,92880.17356418581
16,55,91042.42688802916
17,0,94558.55176109697
17,5,88587.71582030406
17,10,95216.41872397001
17,15,93104.2248846242
17,20,89913.14974834224
17,25,95024.20052082
17,30,92200.68999894615
17,35,91945.03075520332
17,40,95389.40808516441
17,45,94064.81581438385
17,50,93303.77239583999
17,55,92798.60809476476
18,0,91543.40047556182
18,5,93203.32622397663
18,10,93678.57680084747
18,15,94249.36580267563
18,20,91743.77499997334
18,25,92968.50251590509
18,30,89096.84669269338
18,35,88802.19325521337
18,40,90227.102433473
18,45,88313.05276041667
18,50,87365.80518392312
18,55,90530.96385900416
19,0,92770.60875000995
19,5,87683.45117188334
19,10,86616.9987023525
19,15,88174.74263020665
19,20,87124.52568455185
19,25,85657.45552683107
19,30,86890.57450521998
19,35,86460.68909382613
19,40,83347.7513894765
19,45,85032.18820308335
19,50,86861.31622147301
19,55,83416.56604821248
20,0,82404.80321936912
20,5,83486.58341221549
20,10,83748.92104168332
20,15,88150.01124687582
20,20,86662.94533880807
20,25,85675.87839674245
20,30,83034.4987110707
20,35,84542.17679687998
20,40,82090.09763023331
20,45,84292.54547611828
20,50,86890.85397439264
20,55,84218.54973959582
21,0,85862.49292908132
21,5,88137.55721273406
21,10,84604.04578122005
21,15,88657.88005048149
21,20,86370.79912960401
21,25,86485.23635416667
21,30,85906.2206312943
21,35,85171.90114691244
21,40,82634.76442706004
21,45,84682.05825294962
21,50,84864.56609161412
21,55,82906.99702539327
22,0,85473.77364726174
22,5,83851.81723957666
22,10,83629.50786492952
22,15,83075.87589134564
22,20,83481.58619793665
22,25,77922.82682291332
22,30,82190.96104273062
22,35,79120.73203123336
22,40,82422.96786456337
22,45,81778.54833160334
22,50,79098.64660850167
22,55,85679.39977220407
23,0,80723.9422508311
23,5,80491.65421192312
23,10,82273.19575522997
23,15,83216.78750001016
23,20,83051.8575198395
23,25,82656.23552083
23,30,82567.87587096286
23,35,79670.45367554697
23,40,86480.95815106998
23,45,80084.1120935068
23,50,83630.45984010703
23,55,83380.86996600835
0,0,79644.52105186574
0,5,85008.99085938331
0,10,80514.07326508359
0,15,84432.82171133111
0,20,81406.54468750668
0,25,79287.81250001336
0,30,83653.04162270603
0,35,78069.51937499002
0,40,81712.39270834999
0,45,78185.74714947969
0,50,76557.64520654238
0,55,80229.66735024998
1,0,76340.71407296989
1,5,77693.43577860678
1,10,73119.34674907109
1,15,
1,20,
1,25,
1,30,
1,35,
1,40,
1,45,
1,50,
1,55,
2,0,
2,5,
2,10,
2,15,
2,20,
2,25,
2,30,
2,35,
2,40,
2,45,
2,50,
2,55,
3,0,
3,5,
3,10,
3,15,
3,20,
3,25,
3,30,
3,35,
3,40,
3,45,
3,50,
3,55,
4,0,
4,5,
4,10,
4,15,
4,20,
4,25,
4,30,
4,35,
4,40,
4,45,
4,50,
4,55,
5,0,
5,5,
5,10,
5,15,
5,20,
5,25,
5,30,
5,35,
5,40,
5,45,
5,50,
5,55,
6,0,
6,5,
6,10,
6,15,
6,20,
6,25,
6,30,
6,35,
6,40,
6,45,
6,50,
6,55,
7,0,
7,5,
7,10,
7,15,
7,20,
7,25,
7,30,
7,35,
7,40,
7,45,
7,50,
7,55,
8,0,
8,5,
8,10,
8,15,
8,20,
8,25,
8,30,
8,35,
8,40,
8,45,
8,50,
8,55,
9,0,
9,5,
9,10,
9,15,
9,20,
9,25,
9,30,
9,35,
9,40,
9,45,
9,50,
9,55,
10,0,
10,5,
10,10,
10,15,
10,20,
10,25,
10,30,
10,35,
10,40,
10,45,
10,50,
10,55,
11,0,
11,5,
11,10,
11,15,
11,20,
11,25,
11,30,
11,35,87576.20668318811
11,40,
11,45,
11,50,
11,55,
12,0,
12,5,
12,10,
12,15,
12,20,
12,25,
12,30,
12,35,
12,40,
12,45,
12,50,
12,55,
13,0,
13,5,
13,10,
13,15,
13,20,
13,25,
13,30,
13,35,
13,40,
13,45,
13,50,
13,55,
14,0,
14,5,
14,10,
14,15,
14,20,90372.05752843182
14,25,88963.17838539339
14,30,86707.46506886778
14,35,87647.03255208001
14,40,90230.38170771378
14,45,89249.9424715724
14,50,91636.57317709667
14,55,87708.45865885417
15,0,86986.31335937337
15,5,88878.0801960973
15,10,90024.09309237372
15,15,91176.73934891005
15,20,88641.81229167333
15,25,88486.08451226687
15,30,88815.93034513804
15,35,87552.56619790333
15,40,88503.82450907431
15,45,88085.53151130432
15,50,88643.47384515045
15,55,88178.59282308898
16,0,82397.09140627996
16,5,85904.26246845114
16,10,83454.70536090911
16,15,84554.43911459662
16,20,83194.55860686874
16,25,87219.59283240272
16,30,86521.90736979003
16,35,85211.05709746775
16,40,83382.80395591306
16,45,83884.38393979864
16,50,89951.19997901341
16,55,89439.08766273755
17,0,88039.99203018461
17,5,87938.85707875676
17,10,86461.96833334662
17,15,88360.81461642476
17,20,90176.70687289526
17,25,85641.74085935668
17,30,88931.85940118796
17,35,91633.62196472974
17,40,90752.55690105663
17,45,90786.57857217845
17,50,88961.30041174323
17,55,88973.62998047496
18,0,89164.08113387164
18,5,91584.3949623846
18,10,92417.44024351843
18,15,90884.63349413422
18,20,90887.2920573
18,25,85763.83651423827
18,30,88239.40408135112
18,35,90099.50574141274
18,40,84871.34545980807
18,45,88218.8785535017
18,50,87918.4172979798
18,55,88709.1976562292
19,0,87383.91750841077
19,5,87097.9421614267
19,10,88295.30151533218
19,15,82247.74843224749
19,20,84568.22716344814
19,25,83634.8023201077
19,30,86256.31914061666
19,35,84243.35853041218
19,40,86411.27356772994
19,45,84711.37363676845
19,50,81644.66303659262
19,55,86684.2567057625
20,0,83756.92436441354
20,5,83845.21898435336
20,10,86655.94408853001
20,15,85936.08715163174
20,20,86887.53591652682
20,25,82160.3314843667
20,30,84576.51686132321
20,35,81997.06459215932
20,40,78954.75927566562
20,45,83366.86959943286
20,50,82630.24056207381
20,55,81484.41510417082
21,0,82784.95004736361
21,5,84700.40968748003
21,10,81414.69275233446
21,15,81908.21283141077
21,20,84227.80049478331
21,25,79976.73498205068
21,30,84363.00864583666
21,35,81563.28835466443
21,40,76820.32482171143
21,45,83501.51617186335
21,50,81083.66516729632
21,55,78653.18266210044
22,0,81403.87312499667
22,5,80217.16682450841
22,10,81761.95296770135
22,15,76780.41033852335
22,20,81003.25421078985
22,25,74315.81963088253
22,30,78785.0084895667
22,35,80529.63128164197
22,40,77002.88552988296
22,45,81235.77684893005
22,50,77396.61038138304
22,55,77232.88883464996
23,0,80244.07647884953
23,5,77724.39157197643
23,10,81533.28560194628
23,15,78866.13129699667
23,20,78216.12889310098
23,25,80602.55533851667
23,30,80152.22514205049
23,35,80819.4026845671
23,40,79844.49257811335
23,45,80766.08013090878
23,50,80088.55531249005
23,55,80236.06617842078
0,0,82455.52256648315
0,5,79653.29238084951
0,10,79231.64812501661
0,15,82285.13599046778
0,20,76830.12630207003
0,25,83029.62601561665
0,30,78622.14358109792
0,35,76152.31471358328
0,40,77409.96020591639
0,45,73790.71743027707
0,50,79769.96752603335
0,55,78407.75574450006
1,0,77854.24892153195
1,5,78381.42640625998
1,10,74730.11528012707
1,15,78708.67396710177
1,20,74070.34030099667
1,25,78110.07625002663
1,30,73953.46257387842
1,35,76855.88023438664
1,40,79989.76192849326
1,45,75467.306607734
1,50,75438.97151041332
1,55,72627.73430910124
2,0,78058.1030729267
2,5,74860.92300609089
2,10,79773.99514004012
2,15,76653.94184895999
2,20,76631.8679819695
2,25,79125.36552088661
2,30,76440.5487225439
2,35,85523.50888377926
2,40,80323.19072915998
2,45,84128.92506864523
2,50,86542.93355458193
2,55,84853.44590335296
3,0,88592.03237352513
3,5,86434.96727692928
3,10,86641.56795302012
3,15,91228.83525820063
3,20,90586.39777992586
3,25,87395.67041664668
3,30,88817.1614671593
3,35,89737.69194188961
3,40,87160.98734741751
3,45,92126.63874998329
3,50,94946.06504296647
3,55,101141.56725972686
4,0,99213.43179687667
4,5,101078.00381357965
4,10,98562.54809897998
4,15,103582.45036457997
4,20,104698.82878482771
4,25,104823.74591146997
4,30,107138.91791628864
4,35,111216.06010627613
4,40,117037.8703385367
4,45,115882.64862041798
4,50,121495.97182204746
4,55,127793.47721353751
5,0,132403.85216548995
5,5,137122.47228922148
5,10,141549.6408340301
5,15,139581.37184343097
5,20,139749.69127604333
5,25,138240.91429924915
5,30,135161.33664296658
5,35,146871.29257550335
5,40,139607.126175806
5,45,142374.94765625
5,50,144675.62000210438
5,55,142617.4189453125
6,0,145241.46125422296
6,5,136221.25828125334
6,10,139193.38423775337
6,15,134397.44453125
6,20,131514.15413357856
6,25,129676.42004768136
6,30,131755.46617188997
6,35,129619.85130209665
6,40,133014.4929264899
6,45,132569.12635417
6,50,132961.93731768004
6,55,132291.37727451895
7,0,135845.76783853667
7,5,130426.87068604038
7,10,130356.65535864429
7,15,129131.99242264885
7,20,131654.60615037248
7,25,135461.10205728665
7,30,133118.05118898314
7,35,136902.275351302
7,40,131399.4496875
7,45,132155.01265255894
7,50,128408.99720424745
7,55,129986.07978514169
8,0,131130.2308764613
8,5,130448.38485738255
8,10,139548.6978125
8,15,141476.4075168919
8,20,144641.26947916666
8,25,149624.98029891305
8,30,147021.6169235642
8,35,154046.33609375
8,40,153750.51835151008
8,45,154843.60507550335
8,50,161258.62395833334
8,55,160390.48892405065
9,0,160497.31979166667
9,5,154907.54808501684
9,10,173070.3876363255
9,15,188330.3595840301
9,20,192279.92794552364
9,25,184111.91276041666
9,30,180834.85209037163
9,35,185428.99229307432
9,40,179644.36951295988
9,45,179864.78811870806
9,50,175975.8833931588
9,55,171864.49615885416
10,0,167032.98027146465
10,5,156439.49837458055
10,10,161763.66651041666
10,15,158900.74435177364
10,20,162872.63640625
10,25,152610.82467600334
10,30,151079.94124788852
10,35,151658.20140625
10,40,154374.1597512542
10,45,151462.42674788134
10,50,149499.09119791666
10,55,147940.6233002092
11,0,151274.34317323825
11,5,158258.61755208333
11,10,153395.27982474663
11,15,159248.0310409699
11,20,156249.19140625
11,25,153069.42277238175
11,30,161819.0504285117
11,35,164873.23364583333
11,40,161243.38217905405
11,45,156840.86380208333
11,50,148710.34855363175
11,55,149973.5173247908
12,0,147730.16495385906
12,5,146641.24685402686
12,10,138642.60455729667
12,15,146952.04471072636
12,20,147112.9740635522
12,25,140848.47203125
12,30,137730.74291666667
12,35,129808.53816510475
12,40,126836.95210599997
12,45,130094.05363884564
12,50,124252.59524938717
12,55,126847.21650390002
13,0,126675.90408132774
13,5,123294.40002647121
13,10,119266.15864582002
13,15,119601.62009752684
13,20,124374.11426767004
13,25,124841.71238205282
